Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Parcubacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,NA
Archaea,Woesearchaeota (DHVEG-6),uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
Bacteria,Planctomycetes,BD7-11,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete
Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,NA,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula, Ambiguous_taxa
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,uncultured bacterium
Bacteria,Parcubacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Chloroflexi,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured Verrucomicrobia bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,HTA4,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Verrucomicrobia,OPB35 soil group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,0319-6M6,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Cyanobacteria,Cyanobacteria,uncultured,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella, Ambiguous_taxa
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA,NA
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIV,FamilyI,Nostoc,uncultured bacterium
Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales Incertae Sedis,Candidatus Alysiosphaera,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,FFCH16767,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Holophagae,Subgroup 7,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Roseiarcaceae,Roseiarcus,uncultured bacterium
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,NA
Archaea,Woesearchaeota (DHVEG-6),uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,NA
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae (Subgroup 4),uncultured,uncultured bacterium
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium, Ambiguous_taxa
Bacteria,Chloroflexi,SBR2076,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Actinobacteria,TakashiAC-B11,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Pla4 lineage,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,uncultured, Ambiguous_taxa
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,H16,NA
Bacteria,Acidobacteria,Subgroup 6,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Cyanobacteria,Chloroplast,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured Gemmatimonadetes bacterium
Bacteria,Parcubacteria,Candidatus Azambacteria,NA,NA,NA,NA
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,TRA3-20,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Chloroflexi,S085,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae (Subgroup 4),uncultured, Ambiguous_taxa
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,uncultured bacterium
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,27F-1492R,NA,NA
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia, Ambiguous_taxa
Bacteria,Acidobacteria,Subgroup 11,NA,NA,NA,NA
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,uncultured bacterium
Bacteria,Tectomicrobia,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,uncultured bacterium
Bacteria,Acidobacteria,Holophagae,Subgroup 7,NA,NA,NA
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,NA,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group,uncultured bacterium
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,NA,NA
Bacteria,Cyanobacteria,Chloroplast, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria,Elusimicrobia,Elusimicrobia,Lineage IIa,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Betaproteobacteria,B1-7BS,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Unknown Family,uncultured,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium,uncultured bacterium
Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,TM6 (Dependentiae),NA,NA,NA,NA,NA
Bacteria,Planctomycetes,Pla4 lineage,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Acidobacteria,Subgroup 6,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces, Ambiguous_taxa
Bacteria,Candidatus Berkelbacteria,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,uncultured bacterium
Bacteria,Elusimicrobia,Elusimicrobia,Lineage IV,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
Bacteria,Verrucomicrobia,OPB35 soil group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,X35,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured bacterium
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Ohtaekwangia,uncultured Bacteroidetes bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured,uncultured bacterium
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured, Ambiguous_taxa
Bacteria,Proteobacteria,Gammaproteobacteria,X35,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured bacterium
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Actinobacteria,Actinobacteria,Frankiales,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,X35,uncultured organism,uncultured organism,uncultured organism
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,uncultured,uncultured bacterium
Bacteria,Parcubacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae (Subgroup 4),24-Nov,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,uncultured bacterium
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured, Ambiguous_taxa
Bacteria,Proteobacteria,Gammaproteobacteria,HTA4,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Subgroup 22,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
Bacteria,Planctomycetes,BD7-11,NA,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus,uncultured bacterium
Bacteria,Acidobacteria,Subgroup 5,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Parcubacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA
Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,NA,NA
Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae, Ambiguous_taxa,NA
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium, Ambiguous_taxa
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Chloroflexi,SBR2076,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
Bacteria,Candidatus Berkelbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,NA
Bacteria,Microgenomates,Candidatus Pacebacteria,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,NA
Bacteria,Chloroflexi,S085,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Gracilibacteria,NA,NA,NA,NA,NA
Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, Ambiguous_taxa
Bacteria,Acidobacteria,Holophagae,Subgroup 10,ABS-19,uncultured bacterium,uncultured bacterium
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured, Ambiguous_taxa
Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Verrucomicrobia,OPB35 soil group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,uncultured bacterium
Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA
Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA
Bacteria,Microgenomates,Candidatus Pacebacteria,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group, Ambiguous_taxa, Ambiguous_taxa
Bacteria,TM6 (Dependentiae),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Microgenomates,Candidatus Woesebacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,NA,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,NA
Bacteria,Acidobacteria,AT-s3-28,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Parcubacteria,Candidatus Azambacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,uncultured delta proteobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium, Ambiguous_taxa
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured,uncultured bacterium
Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis, Ambiguous_taxa
Bacteria,TM6 (Dependentiae),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium, Ambiguous_taxa
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,uncultured bacterium
Bacteria,Omnitrophica,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Parcubacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30a-KF-32,NA,NA
Bacteria,Firmicutes,Clostridia,Halanaerobiales,ODP1230B8.23,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,uncultured bacterium
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,uncultured bacterium
Bacteria,Elusimicrobia,Elusimicrobia,Lineage IIc,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured organism
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Microgenomates,Candidatus Woesebacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata, Ambiguous_taxa
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured, Ambiguous_taxa
Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,NA,NA
Archaea,Thaumarchaeota,Soil Crenarchaeotic Group(SCG),NA,NA,NA,NA
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,uncultured bacterium
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium, Ambiguous_taxa
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,uncultured bacterium
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,NA,NA
Bacteria,Parcubacteria,Candidatus Magasanikbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Gemmatimonadetes,S0134 terrestrial group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured, Ambiguous_taxa
Bacteria,Gemmatimonadetes,S0134 terrestrial group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
