Kingdom,Phylum,Class,Order,Family,Genus,Species
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Haptocillium,Haptocillium_balanoides
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylellina,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetaceae,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Staphylotrichum,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Spiromastix,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_spirale
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS11,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_chartarum
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Paradendryphiella,Paradendryphiella_arenariae
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Arthrocladium,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,NA
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,Calvatia_gigantea
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Melanoleuca,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Mucoromycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hydnophlebia,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Mucoromycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella_thompsonii
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_brevicompactum
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Chrysosporium,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_zonata
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_horticola
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,NA,NA,NA
Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Branch06,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,NA,NA
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Reticulascaceae,Reticulascus,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,NA
Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA
Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,NA
Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,NA
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycenella,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_capitata
Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermales_fam_Incertae_sedis,Leptodiscella,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_fatshederae
Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Xylomelasma,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_chilensis
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Sphaeropsis,Sphaeropsis_sapinea
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_salmonis
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA
Fungi,Mucoromycota,Endogonomycetes,Endogonales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,NA
Fungi,Basidiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,NA
Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_anthrisci
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Abortiporus,Abortiporus_biennis
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,NA
Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_salmonis
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Claussenomyces,NA
Fungi,Basidiomycota,Agaricomycetes,Boletales,Astraeaceae,Astraeus,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_inaequale
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
